Table_Name,Fields,Datatype
Partner,SystemModstamp,datetime
Partner,IsDeleted,boolean
Partner,ReversePartnerId,id
PartnerRole,Id,id
PartnerRole,MasterLabel,string
PartnerRole,ApiName,string
PartnerRole,SortOrder,int
PartnerRole,ReverseRole,picklist
PartnerRole,CreatedById,id
PartnerRole,CreatedDate,datetime
PartnerRole,LastModifiedById,id
PartnerRole,LastModifiedDate,datetime
PartnerRole,SystemModstamp,datetime
PartyConsent,Id,id
PartyConsent,OwnerId,id
PartyConsent,IsDeleted,boolean
PartyConsent,Name,string
PartyConsent,CreatedDate,datetime
PartyConsent,CreatedById,id
PartyConsent,LastModifiedDate,datetime
PartyConsent,LastModifiedById,id
PartyConsent,SystemModstamp,datetime
PartyConsent,LastViewedDate,datetime
PartyConsent,LastReferencedDate,datetime
PartyConsent,PartyId,id
PartyConsent,Action,picklist
PartyConsent,PrivacyConsentStatus,picklist
PartyConsent,CaptureDate,datetime
PartyConsent,CaptureContactPointType,picklist
PartyConsent,CaptureSource,string
Payment,Id,id
Payment,IsDeleted,boolean
Payment,PaymentNumber,string
Payment,CreatedDate,datetime
Payment,CreatedById,id
Payment,LastModifiedDate,datetime
Payment,LastModifiedById,id
Payment,SystemModstamp,datetime
Payment,LastViewedDate,datetime
Payment,LastReferencedDate,datetime
Payment,PaymentGroupId,id
Payment,AccountId,id
Payment,PaymentAuthorizationId,id
Payment,Date,datetime
Payment,CancellationDate,datetime
Payment,Amount,currency
Payment,Status,picklist
Payment,Type,picklist
Payment,ProcessingMode,picklist
Payment,GatewayRefNumber,string
Payment,ClientContext,textarea
Payment,GatewayResultCode,string
Payment,SfResultCode,picklist
Payment,GatewayDate,datetime
Payment,CancellationGatewayRefNumber,string
Payment,CancellationGatewayResultCode,string
Payment,CancellationSfResultCode,string
Payment,CancellationGatewayDate,datetime
Payment,Comments,textarea
Payment,ImpactAmount,currency
Payment,EffectiveDate,datetime
Payment,CancellationEffectiveDate,datetime
Payment,GatewayResultCodeDescription,string
Payment,GatewayRefDetails,textarea
Payment,IpAddress,string
Payment,MacAddress,string
Payment,Phone,phone
Payment,Email,email
Payment,PaymentGatewayId,id
Payment,PaymentMethodId,id
Payment,TotalApplied,currency
Payment,TotalUnapplied,currency
Payment,NetApplied,currency
Payment,Balance,currency
Payment,TotalRefundApplied,currency
Payment,TotalRefundUnapplied,currency
Payment,NetRefundApplied,currency
PaymentAuthAdjustment,Id,id
PaymentAuthAdjustment,IsDeleted,boolean
PaymentAuthAdjustment,PaymentAuthAdjustmentNumber,string
PaymentAuthAdjustment,CreatedDate,datetime
PaymentAuthAdjustment,CreatedById,id
PaymentAuthAdjustment,LastModifiedDate,datetime
PaymentAuthAdjustment,LastModifiedById,id
PaymentAuthAdjustment,SystemModstamp,datetime
PaymentAuthAdjustment,LastViewedDate,datetime
PaymentAuthAdjustment,LastReferencedDate,datetime
PaymentAuthAdjustment,PaymentAuthorizationId,id
PaymentAuthAdjustment,ProcessingMode,picklist
PaymentAuthAdjustment,Amount,currency
PaymentAuthAdjustment,Status,picklist
PaymentAuthAdjustment,Type,picklist
PaymentAuthAdjustment,Date,datetime
PaymentAuthAdjustment,GatewayDate,datetime
PaymentAuthAdjustment,EffectiveDate,datetime
PaymentAuthAdjustment,Comments,textarea
PaymentAuthAdjustment,GatewayRefNumber,string
PaymentAuthAdjustment,GatewayResultCode,string
PaymentAuthAdjustment,SfResultCode,picklist
PaymentAuthAdjustment,AccountId,id
PaymentAuthAdjustment,GatewayRefDetails,textarea
PaymentAuthAdjustment,GatewayResultCodeDescription,string
PaymentAuthAdjustment,IpAddress,string
PaymentAuthAdjustment,MacAddress,string
PaymentAuthAdjustment,Phone,phone
PaymentAuthAdjustment,Email,email
PaymentAuthorization,Id,id
PaymentAuthorization,IsDeleted,boolean
PaymentAuthorization,PaymentAuthorizationNumber,string
PaymentAuthorization,CreatedDate,datetime
PaymentAuthorization,CreatedById,id
PaymentAuthorization,LastModifiedDate,datetime
PaymentAuthorization,LastModifiedById,id
PaymentAuthorization,SystemModstamp,datetime
PaymentAuthorization,LastViewedDate,datetime
PaymentAuthorization,LastReferencedDate,datetime
PaymentAuthorization,PaymentGroupId,id
PaymentAuthorization,AccountId,id
PaymentAuthorization,Date,datetime
PaymentAuthorization,GatewayDate,datetime
PaymentAuthorization,ExpirationDate,datetime
PaymentAuthorization,EffectiveDate,datetime
PaymentAuthorization,Amount,currency
PaymentAuthorization,Status,picklist
PaymentAuthorization,ProcessingMode,picklist
PaymentAuthorization,PaymentMethodId,id
PaymentAuthorization,Comments,textarea
PaymentAuthorization,GatewayRefDetails,textarea
PaymentAuthorization,GatewayRefNumber,string
PaymentAuthorization,GatewayResultCode,string
PaymentAuthorization,SfResultCode,picklist
PaymentAuthorization,GatewayAuthCode,string
PaymentAuthorization,TotalAuthReversalAmount,currency
PaymentAuthorization,GatewayResultCodeDescription,string
PaymentAuthorization,Balance,currency
PaymentAuthorization,TotalPaymentCaptureAmount,currency
PaymentAuthorization,IpAddress,string
PaymentAuthorization,MacAddress,string
PaymentAuthorization,Phone,phone
PaymentAuthorization,Email,email
PaymentAuthorization,PaymentGatewayId,id
PaymentGateway,Id,id
PaymentGateway,IsDeleted,boolean
PaymentGateway,PaymentGatewayName,string
PaymentGateway,CreatedDate,datetime
PaymentGateway,CreatedById,id
PaymentGateway,LastModifiedDate,datetime
PaymentGateway,LastModifiedById,id
PaymentGateway,SystemModstamp,datetime
PaymentGateway,LastViewedDate,datetime
PaymentGateway,LastReferencedDate,datetime
PaymentGateway,PaymentGatewayProviderId,id
PaymentGateway,MerchantCredentialId,id
PaymentGateway,Status,picklist
PaymentGateway,Comments,textarea
PaymentGateway,ExternalReference,string
PaymentGatewayLog,Id,id
PaymentGatewayLog,IsDeleted,boolean
PaymentGatewayLog,PaymentGatewayLogNumber,string
PaymentGatewayLog,CreatedDate,datetime
PaymentGatewayLog,CreatedById,id
PaymentGatewayLog,LastModifiedDate,datetime
PaymentGatewayLog,LastModifiedById,id
PaymentGatewayLog,SystemModstamp,datetime
PaymentGatewayLog,ReferencedEntityId,id
PaymentGatewayLog,InteractionType,picklist
PaymentGatewayLog,SfRefNumber,string
PaymentGatewayLog,InteractionStatus,picklist
PaymentGatewayLog,GatewayAuthCode,string
PaymentGatewayLog,GatewayRefNumber,string
PaymentGatewayLog,SfResultCode,picklist
PaymentGatewayLog,GatewayResultCode,string
PaymentGatewayLog,GatewayResultCodeDescription,string
PaymentGatewayLog,GatewayDate,datetime
PaymentGatewayLog,GatewayMessage,string
PaymentGatewayLog,GatewayAvsCode,string
PaymentGatewayLog,PaymentGatewayId,id
PaymentGatewayLog,IsNotification,picklist
PaymentGatewayLog,Request,textarea
PaymentGatewayLog,Response,textarea
PaymentGatewayProvider,Id,id
PaymentGatewayProvider,IsDeleted,boolean
PaymentGatewayProvider,DeveloperName,string
PaymentGatewayProvider,Language,picklist
PaymentGatewayProvider,MasterLabel,string
PaymentGatewayProvider,NamespacePrefix,string
PaymentGatewayProvider,CreatedDate,datetime
PaymentGatewayProvider,CreatedById,id
PaymentGatewayProvider,LastModifiedDate,datetime
PaymentGatewayProvider,LastModifiedById,id
PaymentGatewayProvider,SystemModstamp,datetime
PaymentGatewayProvider,LastViewedDate,datetime
PaymentGatewayProvider,ApexAdapterId,id
PaymentGatewayProvider,Comments,textarea
PaymentGatewayProvider,IdempotencySupported,picklist
PaymentGroup,Id,id
PaymentGroup,IsDeleted,boolean
PaymentGroup,PaymentGroupNumber,string
PaymentGroup,CreatedDate,datetime
PaymentGroup,CreatedById,id
PaymentGroup,LastModifiedDate,datetime
PaymentGroup,LastModifiedById,id
PaymentGroup,SystemModstamp,datetime
PaymentGroup,SourceObjectId,id
PaymentLineInvoice,Id,id
PaymentLineInvoice,IsDeleted,boolean
PaymentLineInvoice,PaymentLineInvoiceNumber,string
PaymentLineInvoice,CreatedDate,datetime
PaymentLineInvoice,CreatedById,id
PaymentLineInvoice,LastModifiedDate,datetime
PaymentLineInvoice,LastModifiedById,id
PaymentLineInvoice,SystemModstamp,datetime
PaymentLineInvoice,InvoiceId,id
PaymentLineInvoice,PaymentId,id
PaymentLineInvoice,Amount,currency
PaymentLineInvoice,Type,picklist
PaymentLineInvoice,HasBeenUnapplied,picklist
PaymentLineInvoice,Comments,textarea
PaymentLineInvoice,Date,datetime
PaymentLineInvoice,AppliedDate,datetime
PaymentLineInvoice,EffectiveDate,datetime
PaymentLineInvoice,UnappliedDate,datetime
PaymentLineInvoice,AssociatedAccountId,id
PaymentLineInvoice,AssociatedPaymentLineId,id
PaymentLineInvoice,ImpactAmount,currency
PaymentLineInvoice,EffectiveImpactAmount,currency
PaymentLineInvoice,PaymentBalance,currency
PaymentMethod,Id,id
PaymentMethod,ImplementorType,string
PaymentMethod,AccountId,id
PaymentMethod,NickName,string
PaymentMethod,CompanyName,string
PaymentMethod,Status,picklist
PaymentMethod,Comments,textarea
PaymentMethod,PaymentMethodStreet,textarea
PaymentMethod,PaymentMethodCity,string
PaymentMethod,PaymentMethodState,string
PaymentMethod,PaymentMethodPostalCode,string
PaymentMethod,PaymentMethodCountry,string
PaymentMethod,PaymentMethodLatitude,double
PaymentMethod,PaymentMethodLongitude,double
PaymentMethod,PaymentMethodGeocodeAccuracy,picklist
PaymentMethod,PaymentMethodAddress,address
PaymentMethod,CreatedById,id
PaymentMethod,CreatedDate,datetime
PaymentMethod,LastModifiedById,id
PaymentMethod,LastModifiedDate,datetime
PaymentMethod,SystemModstamp,datetime
PaymentMethod,IsDeleted,boolean
PaymentMethod,Name,string
Period,Id,id
Period,FiscalYearSettingsId,id
Period,Type,picklist
Period,StartDate,date
Period,EndDate,date
Period,SystemModstamp,datetime
Period,IsForecastPeriod,boolean
Period,QuarterLabel,picklist
Period,PeriodLabel,picklist
Period,Number,int
Period,FullyQualifiedLabel,string
PermissionSet,Id,id
PermissionSet,Name,string
PermissionSet,Label,string
PermissionSet,LicenseId,id
PermissionSet,ProfileId,id
PermissionSet,IsOwnedByProfile,boolean
PermissionSet,IsCustom,boolean
PermissionSet,PermissionsEmailSingle,boolean
PermissionSet,PermissionsEmailMass,boolean
PermissionSet,PermissionsEditTask,boolean
PermissionSet,PermissionsEditEvent,boolean
PermissionSet,PermissionsExportReport,boolean
PermissionSet,PermissionsImportPersonal,boolean
PermissionSet,PermissionsDataExport,boolean
PermissionSet,PermissionsManageUsers,boolean
PermissionSet,PermissionsEditPublicFilters,boolean
PermissionSet,PermissionsEditPublicTemplates,boolean
PermissionSet,PermissionsModifyAllData,boolean
PermissionSet,PermissionsManageCases,boolean
PermissionSet,PermissionsMassInlineEdit,boolean
PermissionSet,PermissionsEditKnowledge,boolean
PermissionSet,PermissionsManageKnowledge,boolean
PermissionSet,PermissionsManageSolutions,boolean
PermissionSet,PermissionsCustomizeApplication,boolean
PermissionSet,PermissionsEditReadonlyFields,boolean
PermissionSet,PermissionsRunReports,boolean
PermissionSet,PermissionsViewSetup,boolean
PermissionSet,PermissionsTransferAnyEntity,boolean
PermissionSet,PermissionsNewReportBuilder,boolean
PermissionSet,PermissionsActivateContract,boolean
PermissionSet,PermissionsActivateOrder,boolean
PermissionSet,PermissionsImportLeads,boolean
PermissionSet,PermissionsManageLeads,boolean
PermissionSet,PermissionsTransferAnyLead,boolean
PermissionSet,PermissionsViewAllData,boolean
PermissionSet,PermissionsEditPublicDocuments,boolean
PermissionSet,PermissionsViewEncryptedData,boolean
PermissionSet,PermissionsEditBrandTemplates,boolean
PermissionSet,PermissionsEditHtmlTemplates,boolean
PermissionSet,PermissionsChatterInternalUser,boolean
PermissionSet,PermissionsManageEncryptionKeys,boolean
PermissionSet,PermissionsDeleteActivatedContract,boolean
PermissionSet,PermissionsChatterInviteExternalUsers,boolean
PermissionSet,PermissionsSendSitRequests,boolean
PermissionSet,PermissionsManageRemoteAccess,boolean
PermissionSet,PermissionsCanUseNewDashboardBuilder,boolean
PermissionSet,PermissionsManageCategories,boolean
PermissionSet,PermissionsConvertLeads,boolean
PermissionSet,PermissionsPasswordNeverExpires,boolean
PermissionSet,PermissionsUseTeamReassignWizards,boolean
PermissionSet,PermissionsEditActivatedOrders,boolean
PermissionSet,PermissionsInstallPackaging,boolean
PermissionSet,PermissionsPublishPackaging,boolean
PermissionSet,PermissionsChatterOwnGroups,boolean
PermissionSet,PermissionsEditOppLineItemUnitPrice,boolean
PermissionSet,PermissionsCreatePackaging,boolean
PermissionSet,PermissionsBulkApiHardDelete,boolean
PermissionSet,PermissionsSolutionImport,boolean
PermissionSet,PermissionsManageCallCenters,boolean
PermissionSet,PermissionsManageSynonyms,boolean
PermissionSet,PermissionsViewContent,boolean
PermissionSet,PermissionsManageEmailClientConfig,boolean
PermissionSet,PermissionsEnableNotifications,boolean
PermissionSet,PermissionsManageDataIntegrations,boolean
PermissionSet,PermissionsDistributeFromPersWksp,boolean
PermissionSet,PermissionsViewDataCategories,boolean
PermissionSet,PermissionsManageDataCategories,boolean
PermissionSet,PermissionsAuthorApex,boolean
PermissionSet,PermissionsManageMobile,boolean
PermissionSet,PermissionsApiEnabled,boolean
PermissionSet,PermissionsManageCustomReportTypes,boolean
PermissionSet,PermissionsEditCaseComments,boolean
PermissionSet,PermissionsTransferAnyCase,boolean
PermissionSet,PermissionsContentAdministrator,boolean
PermissionSet,PermissionsCreateWorkspaces,boolean
PermissionSet,PermissionsManageContentPermissions,boolean
PermissionSet,PermissionsManageContentProperties,boolean
PermissionSet,PermissionsManageContentTypes,boolean
PermissionSet,PermissionsManageExchangeConfig,boolean
PermissionSet,PermissionsManageAnalyticSnapshots,boolean
PermissionSet,PermissionsScheduleReports,boolean
PermissionSet,PermissionsManageBusinessHourHolidays,boolean
PermissionSet,PermissionsManageEntitlements,boolean
PermissionSet,PermissionsManageDynamicDashboards,boolean
PermissionSet,PermissionsCustomSidebarOnAllPages,boolean
PermissionSet,PermissionsManageInteraction,boolean
PermissionSet,PermissionsViewMyTeamsDashboards,boolean
PermissionSet,PermissionsModerateChatter,boolean
PermissionSet,PermissionsResetPasswords,boolean
PermissionSet,PermissionsFlowUFLRequired,boolean
PermissionSet,PermissionsCanInsertFeedSystemFields,boolean
PermissionSet,PermissionsActivitiesAccess,boolean
PermissionSet,PermissionsManageKnowledgeImportExport,boolean
PermissionSet,PermissionsEmailTemplateManagement,boolean
PermissionSet,PermissionsEmailAdministration,boolean
PermissionSet,PermissionsManageChatterMessages,boolean
PermissionSet,PermissionsAllowEmailIC,boolean
PermissionSet,PermissionsChatterFileLink,boolean
PermissionSet,PermissionsForceTwoFactor,boolean
PermissionSet,PermissionsViewEventLogFiles,boolean
PermissionSet,PermissionsManageNetworks,boolean
PermissionSet,PermissionsManageAuthProviders,boolean
PermissionSet,PermissionsRunFlow,boolean
PermissionSet,PermissionsCreateCustomizeDashboards,boolean
PermissionSet,PermissionsCreateDashboardFolders,boolean
PermissionSet,PermissionsViewPublicDashboards,boolean
PermissionSet,PermissionsManageDashbdsInPubFolders,boolean
PermissionSet,PermissionsCreateCustomizeReports,boolean
PermissionSet,PermissionsCreateReportFolders,boolean
PermissionSet,PermissionsViewPublicReports,boolean
PermissionSet,PermissionsManageReportsInPubFolders,boolean
PermissionSet,PermissionsEditMyDashboards,boolean
PermissionSet,PermissionsEditMyReports,boolean
PermissionSet,PermissionsViewAllUsers,boolean
PermissionSet,PermissionsAllowUniversalSearch,boolean
PermissionSet,PermissionsConnectOrgToEnvironmentHub,boolean
PermissionSet,PermissionsWorkCalibrationUser,boolean
PermissionSet,PermissionsCreateCustomizeFilters,boolean
PermissionSet,PermissionsWorkDotComUserPerm,boolean
PermissionSet,PermissionsContentHubUser,boolean
PermissionSet,PermissionsGovernNetworks,boolean
PermissionSet,PermissionsSalesConsole,boolean
PermissionSet,PermissionsTwoFactorApi,boolean
PermissionSet,PermissionsDeleteTopics,boolean
PermissionSet,PermissionsEditTopics,boolean
PermissionSet,PermissionsCreateTopics,boolean
PermissionSet,PermissionsAssignTopics,boolean
PermissionSet,PermissionsIdentityEnabled,boolean
PermissionSet,PermissionsIdentityConnect,boolean
PermissionSet,PermissionsAllowViewKnowledge,boolean
PermissionSet,PermissionsContentWorkspaces,boolean
PermissionSet,PermissionsManageSearchPromotionRules,boolean
PermissionSet,PermissionsCustomMobileAppsAccess,boolean
PermissionSet,PermissionsViewHelpLink,boolean
PermissionSet,PermissionsManageProfilesPermissionsets,boolean
PermissionSet,PermissionsAssignPermissionSets,boolean
PermissionSet,PermissionsManageRoles,boolean
PermissionSet,PermissionsManageIpAddresses,boolean
PermissionSet,PermissionsManageSharing,boolean
PermissionSet,PermissionsManageInternalUsers,boolean
PermissionSet,PermissionsManagePasswordPolicies,boolean
PermissionSet,PermissionsManageLoginAccessPolicies,boolean
PermissionSet,PermissionsViewPlatformEvents,boolean
PermissionSet,PermissionsManageCustomPermissions,boolean
PermissionSet,PermissionsCanVerifyComment,boolean
PermissionSet,PermissionsManageUnlistedGroups,boolean
PermissionSet,PermissionsStdAutomaticActivityCapture,boolean
PermissionSet,PermissionsInsightsAppDashboardEditor,boolean
PermissionSet,PermissionsManageTwoFactor,boolean
PermissionSet,PermissionsInsightsAppUser,boolean
PermissionSet,PermissionsInsightsAppAdmin,boolean
PermissionSet,PermissionsInsightsAppEltEditor,boolean
PermissionSet,PermissionsInsightsAppUploadUser,boolean
PermissionSet,PermissionsInsightsCreateApplication,boolean
PermissionSet,PermissionsLightningExperienceUser,boolean
PermissionSet,PermissionsViewDataLeakageEvents,boolean
PermissionSet,PermissionsConfigCustomRecs,boolean
PermissionSet,PermissionsSubmitMacrosAllowed,boolean
PermissionSet,PermissionsBulkMacrosAllowed,boolean
PermissionSet,PermissionsShareInternalArticles,boolean
PermissionSet,PermissionsManageSessionPermissionSets,boolean
PermissionSet,PermissionsManageTemplatedApp,boolean
PermissionSet,PermissionsUseTemplatedApp,boolean
PermissionSet,PermissionsSendAnnouncementEmails,boolean
PermissionSet,PermissionsChatterEditOwnPost,boolean
PermissionSet,PermissionsChatterEditOwnRecordPost,boolean
PermissionSet,PermissionsWaveTabularDownload,boolean
PermissionSet,PermissionsAutomaticActivityCapture,boolean
PermissionSet,PermissionsImportCustomObjects,boolean
PermissionSet,PermissionsDelegatedTwoFactor,boolean
PermissionSet,PermissionsChatterComposeUiCodesnippet,boolean
PermissionSet,PermissionsSelectFilesFromSalesforce,boolean
PermissionSet,PermissionsModerateNetworkUsers,boolean
PermissionSet,PermissionsMergeTopics,boolean
PermissionSet,PermissionsSubscribeToLightningReports,boolean
PermissionSet,PermissionsManagePvtRptsAndDashbds,boolean
PermissionSet,PermissionsAllowLightningLogin,boolean
PermissionSet,PermissionsCampaignInfluence2,boolean
PermissionSet,PermissionsViewDataAssessment,boolean
PermissionSet,PermissionsRemoveDirectMessageMembers,boolean
PermissionSet,PermissionsCanApproveFeedPost,boolean
PermissionSet,PermissionsAddDirectMessageMembers,boolean
PermissionSet,PermissionsAllowViewEditConvertedLeads,boolean
PermissionSet,PermissionsShowCompanyNameAsUserBadge,boolean
PermissionSet,PermissionsAccessCMC,boolean
PermissionSet,PermissionsViewHealthCheck,boolean
PermissionSet,PermissionsManageHealthCheck,boolean
PermissionSet,PermissionsPackaging2,boolean
PermissionSet,PermissionsManageCertificates,boolean
PermissionSet,PermissionsCreateReportInLightning,boolean
PermissionSet,PermissionsPreventClassicExperience,boolean
PermissionSet,PermissionsHideReadByList,boolean
PermissionSet,PermissionsListEmailSend,boolean
PermissionSet,PermissionsFeedPinning,boolean
PermissionSet,PermissionsChangeDashboardColors,boolean
PermissionSet,PermissionsManageRecommendationStrategies,boolean
PermissionSet,PermissionsManagePropositions,boolean
PermissionSet,PermissionsCloseConversations,boolean
PermissionSet,PermissionsSubscribeReportRolesGrps,boolean
PermissionSet,PermissionsSubscribeDashboardRolesGrps,boolean
PermissionSet,PermissionsUseWebLink,boolean
PermissionSet,PermissionsHasUnlimitedNBAExecutions,boolean
PermissionSet,PermissionsViewOnlyEmbeddedAppUser,boolean
PermissionSet,PermissionsViewAllActivities,boolean
PermissionSet,PermissionsSubscribeReportToOtherUsers,boolean
PermissionSet,PermissionsLightningConsoleAllowedForUser,boolean
PermissionSet,PermissionsSubscribeReportsRunAsUser,boolean
PermissionSet,PermissionsSubscribeToLightningDashboards,boolean
PermissionSet,PermissionsSubscribeDashboardToOtherUsers,boolean
PermissionSet,PermissionsCreateLtngTempInPub,boolean
PermissionSet,PermissionsAppointmentBookingUserAccess,boolean
PermissionSet,PermissionsTransactionalEmailSend,boolean
PermissionSet,PermissionsViewPrivateStaticResources,boolean
PermissionSet,PermissionsCreateLtngTempFolder,boolean
PermissionSet,PermissionsApexRestServices,boolean
PermissionSet,PermissionsConfigureLiveMessage,boolean
PermissionSet,PermissionsLiveMessageAgent,boolean
PermissionSet,PermissionsEnableCommunityAppLauncher,boolean
PermissionSet,PermissionsGiveRecognitionBadge,boolean
PermissionSet,PermissionsLightningSchedulerUserAccess,boolean
PermissionSet,PermissionsLtngPromoReserved01UserPerm,boolean
PermissionSet,PermissionsManageSubscriptions,boolean
PermissionSet,PermissionsWaveManagePrivateAssetsUser,boolean
PermissionSet,PermissionsCanEditDataPrepRecipe,boolean
PermissionSet,PermissionsAddAnalyticsRemoteConnections,boolean
PermissionSet,PermissionsManageSurveys,boolean
PermissionSet,PermissionsViewRoles,boolean
PermissionSet,PermissionsCanManageMaps,boolean
PermissionSet,PermissionsLMOutboundMessagingUserPerm,boolean
PermissionSet,PermissionsModifyDataClassification,boolean
PermissionSet,PermissionsPrivacyDataAccess,boolean
PermissionSet,PermissionsQueryAllFiles,boolean
PermissionSet,PermissionsModifyMetadata,boolean
PermissionSet,PermissionsManageCMS,boolean
PermissionSet,PermissionsSandboxTestingInCommunityApp,boolean
PermissionSet,PermissionsCanEditPrompts,boolean
PermissionSet,PermissionsViewUserPII,boolean
PermissionSet,PermissionsManageHubConnections,boolean
PermissionSet,PermissionsB2BMarketingAnalyticsUser,boolean
PermissionSet,PermissionsTraceXdsQueries,boolean
PermissionSet,PermissionsViewSecurityCommandCenter,boolean
PermissionSet,PermissionsManageSecurityCommandCenter,boolean
PermissionSet,PermissionsViewAllCustomSettings,boolean
PermissionSet,PermissionsViewAllForeignKeyNames,boolean
PermissionSet,PermissionsAddWaveNotificationRecipients,boolean
PermissionSet,PermissionsHeadlessCMSAccess,boolean
PermissionSet,PermissionsLMEndMessagingSessionUserPerm,boolean
PermissionSet,PermissionsConsentApiUpdate,boolean
PermissionSet,PermissionsPaymentsAPIUser,boolean
PermissionSet,PermissionsAccessContentBuilder,boolean
PermissionSet,PermissionsAccountSwitcherUser,boolean
PermissionSet,PermissionsViewAnomalyEvents,boolean
PermissionSet,PermissionsManageC360AConnections,boolean
PermissionSet,PermissionsIsContactCenterAdmin,boolean
PermissionSet,PermissionsIsContactCenterAgent,boolean
PermissionSet,PermissionsCanViewCallRecordings,boolean
PermissionSet,PermissionsManageReleaseUpdates,boolean
PermissionSet,PermissionsViewAllProfiles,boolean
PermissionSet,PermissionsSkipIdentityConfirmation,boolean
PermissionSet,PermissionsCanToggleCallRecordings,boolean
PermissionSet,PermissionsLearningManager,boolean
PermissionSet,PermissionsSendCustomNotifications,boolean
PermissionSet,PermissionsPackaging2Delete,boolean
PermissionSet,PermissionsUseOmnichannelInventoryAPIs,boolean
PermissionSet,PermissionsViewRestrictionAndScopingRules,boolean
PermissionSet,PermissionsFSCComprehensiveUserAccess,boolean
PermissionSet,PermissionsBotManageBots,boolean
PermissionSet,PermissionsBotManageBotsTrainingData,boolean
PermissionSet,PermissionsSchedulingLineAmbassador,boolean
PermissionSet,PermissionsSchedulingFacilityManager,boolean
PermissionSet,PermissionsOmnichannelInventorySync,boolean
PermissionSet,PermissionsManageLearningReporting,boolean
PermissionSet,PermissionsIsotopeCToCUser,boolean
PermissionSet,PermissionsCanAccessCE,boolean
PermissionSet,PermissionsIsotopeAccess,boolean
PermissionSet,PermissionsIsotopeLEX,boolean
PermissionSet,PermissionsQuipMetricsAccess,boolean
PermissionSet,PermissionsQuipUserEngagementMetrics,boolean
PermissionSet,PermissionsManageExternalConnections,boolean
PermissionSet,PermissionsUseReturnOrder,boolean
PermissionSet,PermissionsUseReturnOrderAPIs,boolean
PermissionSet,PermissionsUseSubscriptionEmails,boolean
PermissionSet,PermissionsAIViewInsightObjects,boolean
PermissionSet,PermissionsAICreateInsightObjects,boolean
PermissionSet,PermissionsLifecycleManagementAPIUser,boolean
PermissionSet,PermissionsNativeWebviewScrolling,boolean
PermissionSet,Description,string
PermissionSet,CreatedDate,datetime
PermissionSet,CreatedById,id
PermissionSet,LastModifiedDate,datetime
PermissionSet,LastModifiedById,id
PermissionSet,SystemModstamp,datetime
PermissionSet,NamespacePrefix,string
PermissionSet,HasActivationRequired,boolean
PermissionSet,PermissionSetGroupId,id
PermissionSet,Type,picklist
PermissionSetAssignment,Id,id
PermissionSetAssignment,PermissionSetId,id
PermissionSetAssignment,PermissionSetGroupId,id
PermissionSetAssignment,AssigneeId,id
PermissionSetAssignment,SystemModstamp,datetime
PermissionSetAssignment,ExpirationDate,datetime
PermissionSetAssignment,IsActive,boolean
PermissionSetGroup,Id,id
PermissionSetGroup,IsDeleted,boolean
PermissionSetGroup,DeveloperName,string
PermissionSetGroup,Language,picklist
PermissionSetGroup,MasterLabel,string
PermissionSetGroup,NamespacePrefix,string
PermissionSetGroup,CreatedDate,datetime
PermissionSetGroup,CreatedById,id
PermissionSetGroup,LastModifiedDate,datetime
PermissionSetGroup,LastModifiedById,id
PermissionSetGroup,SystemModstamp,datetime
PermissionSetGroup,Description,textarea
PermissionSetGroup,Status,picklist
PermissionSetGroupComponent,Id,id
PermissionSetGroupComponent,IsDeleted,boolean
PermissionSetGroupComponent,CreatedDate,datetime
PermissionSetGroupComponent,CreatedById,id
PermissionSetGroupComponent,LastModifiedDate,datetime
PermissionSetGroupComponent,LastModifiedById,id
PermissionSetGroupComponent,SystemModstamp,datetime
PermissionSetGroupComponent,PermissionSetGroupId,id
PermissionSetGroupComponent,PermissionSetId,id
PermissionSetLicense,Id,id
PermissionSetLicense,IsDeleted,boolean
PermissionSetLicense,DeveloperName,string
PermissionSetLicense,Language,picklist
PermissionSetLicense,MasterLabel,string
PermissionSetLicense,CreatedDate,datetime
PermissionSetLicense,CreatedById,id
PermissionSetLicense,LastModifiedDate,datetime
PermissionSetLicense,LastModifiedById,id
PermissionSetLicense,SystemModstamp,datetime
PermissionSetLicense,PermissionSetLicenseKey,string
PermissionSetLicense,TotalLicenses,int
PermissionSetLicense,Status,picklist
PermissionSetLicense,ExpirationDate,date
PermissionSetLicense,MaximumPermissionsEmailSingle,boolean
PermissionSetLicense,MaximumPermissionsEmailMass,boolean
PermissionSetLicense,MaximumPermissionsEditTask,boolean
PermissionSetLicense,MaximumPermissionsEditEvent,boolean
PermissionSetLicense,MaximumPermissionsExportReport,boolean
PermissionSetLicense,MaximumPermissionsImportPersonal,boolean
PermissionSetLicense,MaximumPermissionsDataExport,boolean
PermissionSetLicense,MaximumPermissionsManageUsers,boolean
PermissionSetLicense,MaximumPermissionsEditPublicFilters,boolean
PermissionSetLicense,MaximumPermissionsEditPublicTemplates,boolean
PermissionSetLicense,MaximumPermissionsModifyAllData,boolean
PermissionSetLicense,MaximumPermissionsManageCases,boolean
PermissionSetLicense,MaximumPermissionsMassInlineEdit,boolean
PermissionSetLicense,MaximumPermissionsEditKnowledge,boolean
PermissionSetLicense,MaximumPermissionsManageKnowledge,boolean
PermissionSetLicense,MaximumPermissionsManageSolutions,boolean
PermissionSetLicense,MaximumPermissionsCustomizeApplication,boolean
PermissionSetLicense,MaximumPermissionsEditReadonlyFields,boolean
