Table_Name,Fields,Datatype
ContentDistribution,IsDeleted,boolean
ContentDistribution,ContentVersionId,id
ContentDistribution,ContentDocumentId,id
ContentDistribution,RelatedRecordId,id
ContentDistribution,PreferencesAllowPDFDownload,boolean
ContentDistribution,PreferencesAllowOriginalDownload,boolean
ContentDistribution,PreferencesPasswordRequired,boolean
ContentDistribution,PreferencesNotifyOnVisit,boolean
ContentDistribution,PreferencesLinkLatestVersion,boolean
ContentDistribution,PreferencesAllowViewInBrowser,boolean
ContentDistribution,PreferencesExpires,boolean
ContentDistribution,PreferencesNotifyRndtnComplete,boolean
ContentDistribution,ExpiryDate,datetime
ContentDistribution,Password,string
ContentDistribution,ViewCount,int
ContentDistribution,FirstViewDate,datetime
ContentDistribution,LastViewDate,datetime
ContentDistribution,DistributionPublicUrl,string
ContentDistribution,ContentDownloadUrl,string
ContentDistribution,PdfDownloadUrl,string
ContentDistributionView,Id,id
ContentDistributionView,DistributionId,id
ContentDistributionView,ParentViewId,id
ContentDistributionView,CreatedDate,datetime
ContentDistributionView,CreatedById,id
ContentDistributionView,SystemModstamp,datetime
ContentDistributionView,IsDeleted,boolean
ContentDistributionView,IsInternal,boolean
ContentDistributionView,IsDownload,boolean
ContentDocument,Id,id
ContentDocument,CreatedById,id
ContentDocument,CreatedDate,datetime
ContentDocument,LastModifiedById,id
ContentDocument,LastModifiedDate,datetime
ContentDocument,IsArchived,boolean
ContentDocument,ArchivedById,id
ContentDocument,ArchivedDate,date
ContentDocument,IsDeleted,boolean
ContentDocument,OwnerId,id
ContentDocument,SystemModstamp,datetime
ContentDocument,Title,string
ContentDocument,PublishStatus,picklist
ContentDocument,LatestPublishedVersionId,id
ContentDocument,ParentId,id
ContentDocument,LastViewedDate,datetime
ContentDocument,LastReferencedDate,datetime
ContentDocument,Description,textarea
ContentDocument,ContentSize,int
ContentDocument,FileType,string
ContentDocument,FileExtension,string
ContentDocument,SharingOption,picklist
ContentDocument,SharingPrivacy,picklist
ContentDocument,ContentModifiedDate,datetime
ContentDocument,ContentAssetId,id
ContentDocumentHistory,Id,id
ContentDocumentHistory,IsDeleted,boolean
ContentDocumentHistory,ContentDocumentId,id
ContentDocumentHistory,CreatedById,id
ContentDocumentHistory,CreatedDate,datetime
ContentDocumentHistory,Field,picklist
ContentDocumentHistory,DataType,picklist
ContentDocumentHistory,OldValue,anyType
ContentDocumentHistory,NewValue,anyType
ContentDocumentLink,Id,id
ContentDocumentLink,LinkedEntityId,id
ContentDocumentLink,ContentDocumentId,id
ContentDocumentLink,IsDeleted,boolean
ContentDocumentLink,SystemModstamp,datetime
ContentDocumentLink,ShareType,picklist
ContentDocumentLink,Visibility,picklist
ContentDocumentSubscription,Id,id
ContentDocumentSubscription,UserId,id
ContentDocumentSubscription,ContentDocumentId,id
ContentDocumentSubscription,IsCommentSub,boolean
ContentDocumentSubscription,IsDocumentSub,boolean
ContentFolder,Id,id
ContentFolder,IsDeleted,boolean
ContentFolder,Name,string
ContentFolder,CreatedDate,datetime
ContentFolder,CreatedById,id
ContentFolder,LastModifiedDate,datetime
ContentFolder,LastModifiedById,id
ContentFolder,SystemModstamp,datetime
ContentFolder,ParentContentFolderId,id
ContentFolderItem,Id,id
ContentFolderItem,IsDeleted,boolean
ContentFolderItem,IsFolder,boolean
ContentFolderItem,ParentContentFolderId,id
ContentFolderItem,Title,string
ContentFolderItem,FileType,string
ContentFolderItem,ContentSize,int
ContentFolderItem,FileExtension,string
ContentFolderItem,CreatedDate,datetime
ContentFolderItem,CreatedById,id
ContentFolderItem,LastModifiedDate,datetime
ContentFolderItem,LastModifiedById,id
ContentFolderItem,SystemModstamp,datetime
ContentFolderLink,Id,id
ContentFolderLink,ParentEntityId,id
ContentFolderLink,ContentFolderId,id
ContentFolderLink,IsDeleted,boolean
ContentFolderLink,EnableFolderStatus,picklist
ContentFolderMember,Id,id
ContentFolderMember,ParentContentFolderId,id
ContentFolderMember,ChildRecordId,id
ContentFolderMember,IsDeleted,boolean
ContentFolderMember,SystemModstamp,datetime
ContentFolderMember,CreatedById,id
ContentFolderMember,CreatedDate,datetime
ContentFolderMember,LastModifiedById,id
ContentFolderMember,LastModifiedDate,datetime
ContentNotification,Id,id
ContentNotification,Nature,string
ContentNotification,UsersId,id
ContentNotification,CreatedDate,datetime
ContentNotification,EntityType,string
ContentNotification,EntityIdentifierId,id
ContentNotification,Subject,textarea
ContentNotification,Text,textarea
ContentTagSubscription,Id,id
ContentTagSubscription,UserId,id
ContentUserSubscription,Id,id
ContentUserSubscription,SubscriberUserId,id
ContentUserSubscription,SubscribedToUserId,id
ContentVersion,Id,id
ContentVersion,ContentDocumentId,id
ContentVersion,IsLatest,boolean
ContentVersion,ContentUrl,url
ContentVersion,ContentBodyId,id
ContentVersion,VersionNumber,string
ContentVersion,Title,string
ContentVersion,Description,textarea
ContentVersion,ReasonForChange,string
ContentVersion,SharingOption,picklist
ContentVersion,SharingPrivacy,picklist
ContentVersion,PathOnClient,string
ContentVersion,RatingCount,int
ContentVersion,IsDeleted,boolean
ContentVersion,ContentModifiedDate,datetime
ContentVersion,ContentModifiedById,id
ContentVersion,PositiveRatingCount,int
ContentVersion,NegativeRatingCount,int
ContentVersion,FeaturedContentBoost,int
ContentVersion,FeaturedContentDate,date
ContentVersion,OwnerId,id
ContentVersion,CreatedById,id
ContentVersion,CreatedDate,datetime
ContentVersion,LastModifiedById,id
ContentVersion,LastModifiedDate,datetime
ContentVersion,SystemModstamp,datetime
ContentVersion,TagCsv,textarea
ContentVersion,FileType,string
ContentVersion,PublishStatus,picklist
ContentVersion,VersionData,base64
ContentVersion,ContentSize,int
ContentVersion,FileExtension,string
ContentVersion,FirstPublishLocationId,id
ContentVersion,Origin,picklist
ContentVersion,ContentLocation,picklist
ContentVersion,TextPreview,string
ContentVersion,ExternalDocumentInfo1,string
ContentVersion,ExternalDocumentInfo2,string
ContentVersion,ExternalDataSourceId,id
ContentVersion,Checksum,string
ContentVersion,IsMajorVersion,boolean
ContentVersion,IsAssetEnabled,boolean
ContentVersionComment,Id,id
ContentVersionComment,ContentDocumentId,id
ContentVersionComment,ContentVersionId,id
ContentVersionComment,UserComment,textarea
ContentVersionComment,CreatedDate,datetime
ContentVersionHistory,Id,id
ContentVersionHistory,IsDeleted,boolean
ContentVersionHistory,ContentVersionId,id
ContentVersionHistory,CreatedById,id
ContentVersionHistory,CreatedDate,datetime
ContentVersionHistory,Field,picklist
ContentVersionHistory,DataType,picklist
ContentVersionHistory,OldValue,anyType
ContentVersionHistory,NewValue,anyType
ContentVersionRating,Id,id
ContentVersionRating,UserId,id
ContentVersionRating,ContentVersionId,id
ContentVersionRating,Rating,int
ContentVersionRating,UserComment,textarea
ContentVersionRating,LastModifiedDate,datetime
ContentWorkspace,Id,id
ContentWorkspace,Name,string
ContentWorkspace,Description,textarea
ContentWorkspace,TagModel,picklist
ContentWorkspace,CreatedById,id
ContentWorkspace,CreatedDate,datetime
ContentWorkspace,LastModifiedById,id
ContentWorkspace,SystemModstamp,datetime
ContentWorkspace,LastModifiedDate,datetime
ContentWorkspace,DefaultRecordTypeId,id
ContentWorkspace,IsRestrictContentTypes,boolean
ContentWorkspace,IsRestrictLinkedContentTypes,boolean
ContentWorkspace,WorkspaceType,picklist
ContentWorkspace,ShouldAddCreatorMembership,boolean
ContentWorkspace,LastWorkspaceActivityDate,datetime
ContentWorkspace,RootContentFolderId,id
ContentWorkspace,NamespacePrefix,string
ContentWorkspace,DeveloperName,string
ContentWorkspace,WorkspaceImageId,id
ContentWorkspaceDoc,Id,id
ContentWorkspaceDoc,ContentWorkspaceId,id
ContentWorkspaceDoc,ContentDocumentId,id
ContentWorkspaceDoc,CreatedDate,datetime
ContentWorkspaceDoc,SystemModstamp,datetime
ContentWorkspaceDoc,IsOwner,boolean
ContentWorkspaceDoc,IsDeleted,boolean
ContentWorkspaceMember,Id,id
ContentWorkspaceMember,ContentWorkspaceId,id
ContentWorkspaceMember,ContentWorkspacePermissionId,id
ContentWorkspaceMember,MemberId,id
ContentWorkspaceMember,MemberType,picklist
ContentWorkspaceMember,CreatedById,id
ContentWorkspaceMember,CreatedDate,datetime
ContentWorkspacePermission,Id,id
ContentWorkspacePermission,Name,string
ContentWorkspacePermission,Type,picklist
ContentWorkspacePermission,PermissionsManageWorkspace,boolean
ContentWorkspacePermission,PermissionsAddContent,boolean
ContentWorkspacePermission,PermissionsAddContentOBO,boolean
ContentWorkspacePermission,PermissionsArchiveContent,boolean
ContentWorkspacePermission,PermissionsDeleteContent,boolean
ContentWorkspacePermission,PermissionsFeatureContent,boolean
ContentWorkspacePermission,PermissionsViewComments,boolean
ContentWorkspacePermission,PermissionsAddComment,boolean
ContentWorkspacePermission,PermissionsModifyComments,boolean
ContentWorkspacePermission,PermissionsTagContent,boolean
ContentWorkspacePermission,PermissionsDeliverContent,boolean
ContentWorkspacePermission,PermissionsChatterSharing,boolean
ContentWorkspacePermission,PermissionsOrganizeFileAndFolder,boolean
ContentWorkspacePermission,CreatedById,id
ContentWorkspacePermission,CreatedDate,datetime
ContentWorkspacePermission,LastModifiedDate,datetime
ContentWorkspacePermission,SystemModstamp,datetime
ContentWorkspacePermission,LastModifiedById,id
ContentWorkspacePermission,Description,textarea
ContentWorkspaceSubscription,Id,id
ContentWorkspaceSubscription,UserId,id
ContentWorkspaceSubscription,ContentWorkspaceId,id
Contract,Id,id
Contract,AccountId,id
Contract,Pricebook2Id,id
Contract,OwnerExpirationNotice,picklist
Contract,StartDate,date
Contract,EndDate,date
Contract,BillingStreet,textarea
Contract,BillingCity,string
Contract,BillingState,string
Contract,BillingPostalCode,string
Contract,BillingCountry,string
Contract,BillingLatitude,double
Contract,BillingLongitude,double
Contract,BillingGeocodeAccuracy,picklist
Contract,BillingAddress,address
Contract,ContractTerm,int
Contract,OwnerId,id
Contract,Status,picklist
Contract,CompanySignedId,id
Contract,CompanySignedDate,date
Contract,CustomerSignedId,id
Contract,CustomerSignedTitle,string
Contract,CustomerSignedDate,date
Contract,SpecialTerms,textarea
Contract,ActivatedById,id
Contract,ActivatedDate,datetime
Contract,StatusCode,picklist
Contract,Description,textarea
Contract,IsDeleted,boolean
Contract,ContractNumber,string
Contract,LastApprovedDate,datetime
Contract,CreatedDate,datetime
Contract,CreatedById,id
Contract,LastModifiedDate,datetime
Contract,LastModifiedById,id
Contract,SystemModstamp,datetime
Contract,LastActivityDate,date
Contract,LastViewedDate,datetime
Contract,LastReferencedDate,datetime
ContractContactRole,Id,id
ContractContactRole,ContractId,id
ContractContactRole,ContactId,id
ContractContactRole,Role,picklist
ContractContactRole,IsPrimary,boolean
ContractContactRole,CreatedDate,datetime
ContractContactRole,CreatedById,id
ContractContactRole,LastModifiedDate,datetime
ContractContactRole,LastModifiedById,id
ContractContactRole,SystemModstamp,datetime
ContractContactRole,IsDeleted,boolean
ContractLineItem,Id,id
ContractLineItem,IsDeleted,boolean
ContractLineItem,LineItemNumber,string
ContractLineItem,CreatedDate,datetime
ContractLineItem,CreatedById,id
ContractLineItem,LastModifiedDate,datetime
ContractLineItem,LastModifiedById,id
ContractLineItem,SystemModstamp,datetime
ContractLineItem,LastViewedDate,datetime
ContractLineItem,LastReferencedDate,datetime
ContractLineItem,ServiceContractId,id
ContractLineItem,Product2Id,id
ContractLineItem,AssetId,id
ContractLineItem,StartDate,date
ContractLineItem,EndDate,date
ContractLineItem,Description,textarea
ContractLineItem,PricebookEntryId,id
ContractLineItem,Quantity,double
ContractLineItem,UnitPrice,currency
ContractLineItem,Discount,percent
ContractLineItem,ListPrice,currency
ContractLineItem,Subtotal,currency
ContractLineItem,TotalPrice,currency
ContractLineItem,Status,picklist
ContractLineItem,ParentContractLineItemId,id
ContractLineItem,RootContractLineItemId,id
ContractLineItem,LocationId,id
ContractStatus,Id,id
ContractStatus,MasterLabel,string
ContractStatus,ApiName,string
ContractStatus,SortOrder,int
ContractStatus,IsDefault,boolean
ContractStatus,StatusCode,picklist
ContractStatus,CreatedById,id
ContractStatus,CreatedDate,datetime
ContractStatus,LastModifiedById,id
ContractStatus,LastModifiedDate,datetime
ContractStatus,SystemModstamp,datetime
Conversation,Id,id
Conversation,Name,string
Conversation,IsDeleted,boolean
Conversation,CreatedDate,datetime
Conversation,CreatedById,id
Conversation,LastModifiedDate,datetime
Conversation,LastModifiedById,id
Conversation,ConversationIdentifier,string
Conversation,StartTime,datetime
Conversation,EndTime,datetime
Conversation,ConversationChannelId,id
ConversationEntry,Id,id
ConversationEntry,IsDeleted,boolean
ConversationEntry,SystemModstamp,datetime
ConversationEntry,CreatedDate,datetime
ConversationEntry,CreatedById,id
ConversationEntry,LastModifiedDate,datetime
ConversationEntry,LastModifiedById,id
ConversationEntry,ConversationEntityId,id
ConversationEntry,ConversationId,id
ConversationEntry,Seq,int
ConversationEntry,EntryTime,datetime
ConversationEntry,EntryTimeMilliSecs,int
ConversationEntry,EntryType,picklist
ConversationEntry,ActorType,picklist
ConversationEntry,ActorId,id
ConversationEntry,ActorName,string
ConversationEntry,Message,textarea
ConversationEntry,MessageStatus,picklist
ConversationEntry,MessageStatusCode,string
ConversationEntry,MessageSendTime,datetime
ConversationEntry,MessageDeliverTime,datetime
ConversationEntry,MessageReadTime,datetime
ConversationEntry,MessageIdentifier,string
ConversationEntry,HasAttachments,boolean
ConversationEntry,EntryEndTime,datetime
ConversationEntry,ClientTimestamp,datetime
ConversationEntry,ClientDuration,int
ConversationEntry,ServerReceivedTimestamp,datetime
ConversationParticipant,Id,id
ConversationParticipant,Name,string
ConversationParticipant,IsDeleted,boolean
ConversationParticipant,CreatedDate,datetime
ConversationParticipant,CreatedById,id
ConversationParticipant,LastModifiedDate,datetime
ConversationParticipant,LastModifiedById,id
ConversationParticipant,ConversationId,id
ConversationParticipant,AppType,string
ConversationParticipant,JoinedTime,datetime
ConversationParticipant,ParticipantEntityId,id
ConversationParticipant,ParticipantKey,string
ConversationParticipant,ParticipantRole,string
ConversationParticipant,ParticipantContext,string
ConversationParticipant,ParticipantDisplayName,string
ConversationParticipant,LeftTime,datetime
ConversationParticipant,LastActiveTime,datetime
CorsWhitelistEntry,Id,id
CorsWhitelistEntry,IsDeleted,boolean
CorsWhitelistEntry,DeveloperName,string
CorsWhitelistEntry,Language,picklist
CorsWhitelistEntry,MasterLabel,string
CorsWhitelistEntry,NamespacePrefix,string
CorsWhitelistEntry,CreatedDate,datetime
CorsWhitelistEntry,CreatedById,id
CorsWhitelistEntry,LastModifiedDate,datetime
CorsWhitelistEntry,LastModifiedById,id
CorsWhitelistEntry,SystemModstamp,datetime
CorsWhitelistEntry,UrlPattern,string
CreditMemo,Id,id
CreditMemo,OwnerId,id
CreditMemo,IsDeleted,boolean
CreditMemo,DocumentNumber,string
CreditMemo,CreatedDate,datetime
CreditMemo,CreatedById,id
CreditMemo,LastModifiedDate,datetime
CreditMemo,LastModifiedById,id
CreditMemo,SystemModstamp,datetime
CreditMemo,LastViewedDate,datetime
CreditMemo,LastReferencedDate,datetime
CreditMemo,BillingAccountId,id
CreditMemo,CreditMemoNumber,string
CreditMemo,TotalAmount,currency
CreditMemo,TotalAmountWithTax,currency
CreditMemo,TotalChargeAmount,currency
CreditMemo,TotalAdjustmentAmount,currency
CreditMemo,TotalTaxAmount,currency
CreditMemo,CreditDate,date
CreditMemo,Description,string
CreditMemo,Status,picklist
CreditMemo,BillToContactId,id
CreditMemo,Balance,currency
CreditMemo,TotalChargeTaxAmount,currency
CreditMemo,TotalChargeAmountWithTax,currency
CreditMemo,TotalAdjustmentTaxAmount,currency
CreditMemo,TotalAdjustmentAmountWithTax,currency
CreditMemoLine,Id,id
CreditMemoLine,IsDeleted,boolean
CreditMemoLine,Name,string
CreditMemoLine,CreatedDate,datetime
CreditMemoLine,CreatedById,id
CreditMemoLine,LastModifiedDate,datetime
CreditMemoLine,LastModifiedById,id
CreditMemoLine,SystemModstamp,datetime
CreditMemoLine,CreditMemoId,id
CreditMemoLine,StartDate,date
CreditMemoLine,EndDate,date
CreditMemoLine,TaxEffectiveDate,date
CreditMemoLine,Type,picklist
CreditMemoLine,TaxCode,string
CreditMemoLine,TaxRate,percent
CreditMemoLine,Status,string
CreditMemoLine,ChargeAmount,currency
CreditMemoLine,TaxAmount,currency
CreditMemoLine,AdjustmentAmount,currency
CreditMemoLine,LineAmount,currency
CreditMemoLine,Description,string
CreditMemoLine,ReferenceEntityItemTypeCode,picklist
CreditMemoLine,ReferenceEntityItemType,picklist
CreditMemoLine,RelatedLineId,id
CreditMemoLine,Product2Id,id
CreditMemoLine,TaxName,string
CreditMemoLine,ChargeTaxAmount,currency
CreditMemoLine,ChargeAmountWithTax,currency
CreditMemoLine,AdjustmentTaxAmount,currency
CreditMemoLine,AdjustmentAmountWithTax,currency
CronJobDetail,Id,id
CronJobDetail,Name,string
CronJobDetail,JobType,picklist
CronTrigger,Id,id
CronTrigger,CronJobDetailId,id
CronTrigger,NextFireTime,datetime
CronTrigger,PreviousFireTime,datetime
CronTrigger,State,string
CronTrigger,StartTime,datetime
CronTrigger,EndTime,datetime
CronTrigger,CronExpression,string
CronTrigger,TimeZoneSidKey,picklist
CronTrigger,OwnerId,id
CronTrigger,LastModifiedById,id
CronTrigger,CreatedById,id
CronTrigger,CreatedDate,datetime
CronTrigger,TimesTriggered,int
CspTrustedSite,Id,id
CspTrustedSite,IsDeleted,boolean
CspTrustedSite,DeveloperName,string
CspTrustedSite,Language,picklist
CspTrustedSite,MasterLabel,string
CspTrustedSite,NamespacePrefix,string
CspTrustedSite,CreatedDate,datetime
CspTrustedSite,CreatedById,id
CspTrustedSite,LastModifiedDate,datetime
CspTrustedSite,LastModifiedById,id
CspTrustedSite,SystemModstamp,datetime
CspTrustedSite,EndpointUrl,string
CspTrustedSite,Description,textarea
CspTrustedSite,IsActive,boolean
CspTrustedSite,Context,picklist
CspTrustedSite,IsApplicableToConnectSrc,boolean
CspTrustedSite,IsApplicableToFrameSrc,boolean
CspTrustedSite,IsApplicableToImgSrc,boolean
CspTrustedSite,IsApplicableToStyleSrc,boolean
CspTrustedSite,IsApplicableToFontSrc,boolean
CspTrustedSite,IsApplicableToMediaSrc,boolean
CustomBrand,Id,id
CustomBrand,ParentId,id
CustomBrand,CreatedById,id
CustomBrand,CreatedDate,datetime
CustomBrand,LastModifiedDate,datetime
CustomBrand,LastModifiedById,id
CustomBrandAsset,Id,id
CustomBrandAsset,CustomBrandId,id
CustomBrandAsset,AssetCategory,picklist
CustomBrandAsset,TextAsset,string
CustomBrandAsset,AssetSourceId,id
CustomBrandAsset,CreatedById,id
CustomBrandAsset,CreatedDate,datetime
CustomBrandAsset,LastModifiedDate,datetime
CustomBrandAsset,LastModifiedById,id
CustomHelpMenuItem,Id,id
CustomHelpMenuItem,IsDeleted,boolean
CustomHelpMenuItem,CreatedDate,datetime
CustomHelpMenuItem,CreatedById,id
CustomHelpMenuItem,LastModifiedDate,datetime
CustomHelpMenuItem,LastModifiedById,id
CustomHelpMenuItem,SystemModstamp,datetime
CustomHelpMenuItem,ParentId,id
CustomHelpMenuItem,MasterLabel,string
CustomHelpMenuItem,LinkUrl,url
CustomHelpMenuItem,SortOrder,int
CustomHelpMenuSection,Id,id
CustomHelpMenuSection,IsDeleted,boolean
CustomHelpMenuSection,DeveloperName,string
CustomHelpMenuSection,Language,picklist
CustomHelpMenuSection,MasterLabel,string
CustomHelpMenuSection,NamespacePrefix,string
CustomHelpMenuSection,CreatedDate,datetime
CustomHelpMenuSection,CreatedById,id
CustomHelpMenuSection,LastModifiedDate,datetime
CustomHelpMenuSection,LastModifiedById,id
CustomHelpMenuSection,SystemModstamp,datetime
CustomHttpHeader,Id,id
CustomHttpHeader,CreatedDate,datetime
CustomHttpHeader,CreatedById,id
CustomHttpHeader,LastModifiedDate,datetime
CustomHttpHeader,LastModifiedById,id
CustomHttpHeader,SystemModstamp,datetime
CustomHttpHeader,ParentId,id
CustomHttpHeader,HeaderFieldName,string
CustomHttpHeader,HeaderFieldValue,string
CustomHttpHeader,IsActive,boolean
CustomHttpHeader,Description,textarea
CustomNotificationType,Id,id
CustomNotificationType,IsDeleted,boolean
CustomNotificationType,DeveloperName,string
CustomNotificationType,Language,picklist
CustomNotificationType,MasterLabel,string
CustomNotificationType,NamespacePrefix,string
CustomNotificationType,CreatedDate,datetime
CustomNotificationType,CreatedById,id
CustomNotificationType,LastModifiedDate,datetime
CustomNotificationType,LastModifiedById,id
CustomNotificationType,SystemModstamp,datetime
CustomNotificationType,CustomNotifTypeName,string
CustomNotificationType,Description,textarea
CustomNotificationType,Desktop,boolean
CustomNotificationType,Mobile,boolean
CustomPermission,Id,id
CustomPermission,IsDeleted,boolean
CustomPermission,DeveloperName,string
CustomPermission,Language,picklist
CustomPermission,MasterLabel,string
CustomPermission,NamespacePrefix,string
CustomPermission,IsProtected,boolean
CustomPermission,CreatedDate,datetime
CustomPermission,CreatedById,id
CustomPermission,LastModifiedDate,datetime
CustomPermission,LastModifiedById,id
CustomPermission,SystemModstamp,datetime
CustomPermission,Description,textarea
CustomPermission,IsLicensed,boolean
CustomPermissionDependency,Id,id
CustomPermissionDependency,IsDeleted,boolean
CustomPermissionDependency,CreatedDate,datetime
CustomPermissionDependency,CreatedById,id
CustomPermissionDependency,LastModifiedDate,datetime
CustomPermissionDependency,LastModifiedById,id
CustomPermissionDependency,SystemModstamp,datetime
CustomPermissionDependency,CustomPermissionId,id
CustomPermissionDependency,RequiredCustomPermissionId,id
DandBCompany,Id,id
DandBCompany,IsDeleted,boolean
DandBCompany,Name,string
DandBCompany,CreatedDate,datetime
DandBCompany,CreatedById,id
DandBCompany,LastModifiedDate,datetime
DandBCompany,LastModifiedById,id
DandBCompany,SystemModstamp,datetime
DandBCompany,LastViewedDate,datetime
DandBCompany,LastReferencedDate,datetime
DandBCompany,DunsNumber,string
DandBCompany,Street,textarea
DandBCompany,City,string
DandBCompany,State,string
DandBCompany,PostalCode,string
DandBCompany,Country,string
DandBCompany,GeocodeAccuracyStandard,picklist
DandBCompany,Address,address
DandBCompany,Phone,phone
DandBCompany,Fax,phone
DandBCompany,CountryAccessCode,string
DandBCompany,PublicIndicator,picklist
DandBCompany,StockSymbol,string
DandBCompany,StockExchange,string
DandBCompany,SalesVolume,double
DandBCompany,URL,url
DandBCompany,OutOfBusiness,picklist
DandBCompany,EmployeesTotal,double
DandBCompany,FipsMsaCode,string
DandBCompany,FipsMsaDesc,string
DandBCompany,TradeStyle1,string
DandBCompany,YearStarted,string
DandBCompany,MailingStreet,textarea
DandBCompany,MailingCity,string
DandBCompany,MailingState,string
DandBCompany,MailingPostalCode,string
DandBCompany,MailingCountry,string
DandBCompany,MailingGeocodeAccuracy,picklist
DandBCompany,MailingAddress,address
DandBCompany,Latitude,string
DandBCompany,Longitude,string
DandBCompany,PrimarySic,string
DandBCompany,PrimarySicDesc,string
DandBCompany,SecondSic,string
DandBCompany,SecondSicDesc,string
DandBCompany,ThirdSic,string
DandBCompany,ThirdSicDesc,string
DandBCompany,FourthSic,string
DandBCompany,FourthSicDesc,string
DandBCompany,FifthSic,string
DandBCompany,FifthSicDesc,string
DandBCompany,SixthSic,string
DandBCompany,SixthSicDesc,string
DandBCompany,PrimaryNaics,string
DandBCompany,PrimaryNaicsDesc,string
DandBCompany,SecondNaics,string
DandBCompany,SecondNaicsDesc,string
DandBCompany,ThirdNaics,string
DandBCompany,ThirdNaicsDesc,string
DandBCompany,FourthNaics,string
DandBCompany,FourthNaicsDesc,string
DandBCompany,FifthNaics,string
DandBCompany,FifthNaicsDesc,string
DandBCompany,SixthNaics,string
DandBCompany,SixthNaicsDesc,string
DandBCompany,OwnOrRent,picklist
DandBCompany,EmployeesHere,double
DandBCompany,EmployeesHereReliability,picklist
DandBCompany,SalesVolumeReliability,picklist
DandBCompany,CurrencyCode,picklist
DandBCompany,LegalStatus,picklist
DandBCompany,GlobalUltimateTotalEmployees,double
DandBCompany,EmployeesTotalReliability,picklist
DandBCompany,MinorityOwned,picklist
DandBCompany,WomenOwned,picklist
DandBCompany,SmallBusiness,picklist
DandBCompany,MarketingSegmentationCluster,picklist
DandBCompany,ImportExportAgent,picklist
DandBCompany,Subsidiary,picklist
DandBCompany,TradeStyle2,string
DandBCompany,TradeStyle3,string
DandBCompany,TradeStyle4,string
DandBCompany,TradeStyle5,string
DandBCompany,NationalId,string
DandBCompany,NationalIdType,picklist
DandBCompany,UsTaxId,string
DandBCompany,GeoCodeAccuracy,picklist
DandBCompany,FamilyMembers,int
DandBCompany,MarketingPreScreen,picklist
DandBCompany,GlobalUltimateDunsNumber,string
DandBCompany,GlobalUltimateBusinessName,string
DandBCompany,ParentOrHqDunsNumber,string
DandBCompany,ParentOrHqBusinessName,string
DandBCompany,DomesticUltimateDunsNumber,string
DandBCompany,DomesticUltimateBusinessName,string
DandBCompany,LocationStatus,picklist
DandBCompany,CompanyCurrencyIsoCode,picklist
DandBCompany,Description,textarea
DandBCompany,FortuneRank,int
DandBCompany,IncludedInSnP500,string
DandBCompany,PremisesMeasure,int
DandBCompany,PremisesMeasureReliability,string
DandBCompany,PremisesMeasureUnit,string
DandBCompany,EmployeeQuantityGrowthRate,double
DandBCompany,SalesTurnoverGrowthRate,double
DandBCompany,PrimarySic8,string
DandBCompany,PrimarySic8Desc,string
DandBCompany,SecondSic8,string
DandBCompany,SecondSic8Desc,string
DandBCompany,ThirdSic8,string
DandBCompany,ThirdSic8Desc,string
DandBCompany,FourthSic8,string
DandBCompany,FourthSic8Desc,string
DandBCompany,FifthSic8,string
DandBCompany,FifthSic8Desc,string
DandBCompany,SixthSic8,string
DandBCompany,SixthSic8Desc,string
DandBCompany,PriorYearEmployees,int
DandBCompany,PriorYearRevenue,double
Dashboard,Id,id
Dashboard,IsDeleted,boolean
Dashboard,FolderId,id
Dashboard,FolderName,string
Dashboard,Title,string
Dashboard,DeveloperName,string
Dashboard,NamespacePrefix,string
Dashboard,Description,string
Dashboard,LeftSize,picklist
Dashboard,MiddleSize,picklist
Dashboard,RightSize,picklist
Dashboard,CreatedDate,datetime
Dashboard,CreatedById,id
Dashboard,LastModifiedDate,datetime
Dashboard,LastModifiedById,id
Dashboard,SystemModstamp,datetime
Dashboard,RunningUserId,id
Dashboard,TitleColor,int
Dashboard,TitleSize,int
Dashboard,TextColor,int
Dashboard,BackgroundStart,int
Dashboard,BackgroundEnd,int
Dashboard,BackgroundDirection,picklist
Dashboard,Type,picklist
Dashboard,LastViewedDate,datetime
Dashboard,LastReferencedDate,datetime
Dashboard,DashboardResultRefreshedDate,string
Dashboard,DashboardResultRunningUser,string
Dashboard,ColorPalette,picklist
Dashboard,ChartTheme,picklist
DashboardComponent,Id,id
DashboardComponent,Name,string
DashboardComponent,DashboardId,id
DashboardComponent,CustomReportId,id
DataAssessmentFieldMetric,Id,id
DataAssessmentFieldMetric,IsDeleted,boolean
DataAssessmentFieldMetric,Name,string
DataAssessmentFieldMetric,CreatedDate,datetime
DataAssessmentFieldMetric,CreatedById,id
DataAssessmentFieldMetric,LastModifiedDate,datetime
DataAssessmentFieldMetric,LastModifiedById,id
DataAssessmentFieldMetric,SystemModstamp,datetime
DataAssessmentFieldMetric,DataAssessmentMetricId,id
DataAssessmentFieldMetric,FieldName,string
DataAssessmentFieldMetric,NumMatchedInSync,int
DataAssessmentFieldMetric,NumMatchedDifferent,int
DataAssessmentFieldMetric,NumMatchedBlanks,int
DataAssessmentFieldMetric,NumUnmatchedBlanks,int
DataAssessmentMetric,Id,id
DataAssessmentMetric,IsDeleted,boolean
DataAssessmentMetric,Name,string
DataAssessmentMetric,CreatedDate,datetime
DataAssessmentMetric,CreatedById,id
DataAssessmentMetric,LastModifiedDate,datetime
DataAssessmentMetric,LastModifiedById,id
